36	21	5
37	21	5
36	21	6
37	21	6
38	24	5
38	24	6
38	24	16
40	25	16
40	26	16
36	27	5
37	27	5
36	27	6
37	27	6
36	28	5
37	28	5
36	28	6
37	28	6
29	28	16
36	28	16
36	30	16
38	30	16
33	32	16
40	33	16
36	35	16
38	36	5
38	36	6
38	36	16
40	36	16
38	36	30
40	36	34
44	36	34
59	56	4
59	56	33
59	56	39
59	57	4
59	57	33
59	57	39
59	58	33
59	58	39
40	3	33
40	4	33
52	4	33
56	4	33
57	4	33
59	4	33
12	5	6
13	5	6
21	5	6
22	5	6
23	5	6
24	5	6
27	5	6
28	5	6
36	5	6
37	5	6
38	5	6
36	5	35
37	5	35
36	6	35
37	6	35
41	6	35
36	21	30
37	21	30
36	21	34
37	21	34
36	21	35
37	21	35
40	25	34
40	26	34
36	27	30
37	27	30
36	27	34
37	27	34
36	27	35
37	27	35
36	28	30
37	28	30
36	30	34
37	30	34
36	30	35
37	30	35
40	33	34
41	33	35
36	34	35
37	34	35
1	33	32
2	33	32
3	33	32
4	33	32
20	52	33
20	53	33
21	44	34
23	37	30
23	58	33
23	37	34
23	37	35
24	44	34
40	60	57
41	55	43
41	51	47
41	55	47
41	59	56
41	59	58
44	60	57
44	62	57
46	60	57
48	60	57
55	60	57
12	27	5
12	28	5
12	27	6
12	28	6
20	46	4
20	52	4
21	30	14
21	44	14
21	26	19
22	26	16
22	30	16
22	35	16
23	37	5
23	37	6
24	44	14
24	26	16
24	31	16
24	32	16
24	35	16
25	28	16
25	31	16
25	32	16
25	35	16
25	31	19
25	32	19
26	32	16
26	35	16
26	32	19
28	30	16
29	30	16
29	35	16
30	32	16
30	35	16
31	32	16
31	32	19
33	35	16
40	44	3
40	44	4
40	56	4
40	57	4
40	44	14
40	56	33
40	57	33
40	58	33
40	44	34
40	44	36
41	54	33
41	56	33
41	58	33
41	59	33
44	46	4
44	56	4
44	57	4
45	57	33
45	58	33
46	55	4
46	56	4
46	57	4
52	56	4
52	57	4
52	56	33
52	57	33
52	58	33
53	57	33
53	58	33
54	58	33
55	56	4
55	57	4
55	56	39
55	57	39
59	62	57
59	62	58
20	1	33
20	1	48
20	1	50
20	2	33
20	2	48
20	2	50
20	4	33
21	5	35
22	5	35
23	5	35
24	5	35
27	5	35
12	5	52
13	5	52
24	5	52
38	5	52
21	6	35
22	6	35
23	6	35
24	6	35
27	6	35
12	6	52
13	6	52
24	6	52
38	6	52
12	6	53
13	6	53
20	7	48
20	9	48
20	9	50
20	10	50
12	10	51
41	10	51
12	11	51
41	11	51
12	11	52
20	13	52
20	13	53
40	14	48
44	14	48
40	16	48
22	16	49
24	16	49
25	16	49
26	16	49
28	16	49
29	16	49
30	16	49
31	16	49
32	16	49
33	16	49
36	16	49
38	16	49
33	16	51
38	19	52
26	19	61
36	21	49
38	24	49
38	24	52
27	26	34
27	26	35
27	26	61
36	27	61
29	28	30
29	28	49
36	28	49
36	28	61
36	30	49
38	30	49
41	31	63
33	32	34
33	32	49
41	33	51
38	36	49
55	39	63
59	39	63
55	47	60
1	32	49
1	33	49
5	6	35
5	6	52
5	35	52
6	35	52
7	44	48
8	32	49
9	32	49
10	32	49
12	17	51
12	27	61
12	28	61
12	59	62
20	25	31
20	27	30
21	26	34
21	26	35
21	26	49
21	30	34
21	30	35
21	30	49
21	34	35
22	26	34
22	26	35
22	26	49
22	26	61
22	30	34
22	30	35
22	30	49
22	34	35
23	26	34
23	26	35
23	26	49
23	26	61
23	30	34
23	30	35
23	30	49
23	33	34
23	33	35
23	33	49
23	34	35
24	26	32
24	26	34
24	26	35
24	26	49
24	26	61
24	31	32
24	31	49
24	32	34
24	32	49
24	34	35
24	34	52
24	35	52
25	28	49
25	31	32
25	31	49
25	32	34
25	32	49
25	34	35
26	32	34
26	32	49
26	34	35
27	30	34
27	30	35
27	34	35
28	30	49
29	30	34
29	30	35
29	30	49
29	34	35
30	32	34
30	32	49
30	34	35
31	32	49
33	34	35
34	35	52
38	49	56
38	52	56
38	54	63
40	44	48
40	44	56
40	44	57
40	44	60
40	47	60
40	48	56
40	48	57
40	48	60
41	47	60
41	51	56
41	51	58
41	54	58
41	54	63
41	55	56
41	55	60
41	55	63
41	59	63
42	44	60
42	44	62
42	44	63
44	46	56
44	46	57
44	46	60
44	46	63
44	48	56
44	48	57
44	48	60
46	55	56
46	55	57
46	55	60
46	55	63
