36	21	27
37	21	27
36	21	28
37	21	28
38	24	30
36	27	28
37	27	28
36	28	34
37	28	34
36	28	35
37	28	35
59	56	57
61	56	57
59	56	58
59	57	58
62	57	58
12	27	28
25	28	34
25	28	35
38	56	60
40	47	56
40	47	57
40	56	57
40	56	58
40	56	60
40	57	58
41	47	56
41	56	58
41	56	60
44	56	57
44	56	60
45	57	58
46	56	57
46	56	60
48	56	57
48	56	60
49	56	57
50	56	57
50	56	58
50	57	58
51	56	57
51	56	58
51	57	58
52	56	57
52	56	58
52	57	58
53	57	58
55	56	57
55	56	60
29	28	34
29	28	35
50	47	56
51	47	56
52	47	56
55	47	56
50	47	57
51	47	57
52	47	57
55	47	57
