1	7	5
1	23	5
1	37	5
1	41	5
1	45	5
1	34	33
1	36	33
2	7	5
2	23	5
2	37	5
2	41	5
2	45	5
2	34	33
2	36	33
3	31	28
3	34	28
3	34	33
3	36	33
4	31	28
4	32	28
4	34	28
4	34	33
4	36	33
5	12	6
5	42	6
5	44	6
5	47	6
5	54	6
5	58	6
5	59	6
5	46	39
5	47	39
5	48	39
5	49	39
5	50	39
5	51	39
5	52	39
5	55	39
5	56	39
5	57	39
5	58	39
6	46	39
6	48	39
6	49	39
6	50	39
6	51	39
6	52	39
6	55	39
6	56	39
6	57	39
9	34	33
9	36	33
10	34	33
10	36	33
11	53	52
12	53	52
13	31	28
13	32	28
13	34	28
18	53	52
20	46	39
20	47	39
20	48	39
20	49	39
20	51	39
20	55	39
20	58	39
21	34	28
21	34	33
21	36	33
21	36	35
21	37	35
21	39	35
21	41	35
21	52	35
21	53	35
22	31	28
22	32	28
22	34	28
22	34	33
22	36	33
22	36	35
22	37	35
22	38	35
22	39	35
22	52	35
22	53	35
23	34	33
23	38	35
23	39	35
23	41	35
23	52	35
23	53	35
24	34	33
24	36	33
24	36	35
24	37	35
24	38	35
24	39	35
24	41	35
24	52	35
24	53	35
25	34	33
25	36	33
25	36	35
25	37	35
25	38	35
25	39	35
25	41	35
25	52	35
25	53	35
25	59	58
26	31	28
26	34	28
26	34	33
26	36	33
26	36	35
26	37	35
26	38	35
26	39	35
26	41	35
26	52	35
26	53	35
27	31	28
27	32	28
27	34	28
27	34	33
27	37	35
27	38	35
27	39	35
27	41	35
27	52	35
27	53	35
30	34	33
30	36	33
31	34	33
31	36	33
32	34	33
32	36	33
46	59	55
46	63	55
46	57	56
46	59	56
46	61	56
47	59	55
47	63	55
47	57	56
47	59	56
47	61	56
48	57	56
48	59	56
48	61	56
49	57	56
49	59	56
49	61	56
50	59	56
50	61	56
50	59	58
51	55	54
51	59	56
51	59	58
52	55	54
52	56	54
52	57	54
53	55	54
53	56	54
53	57	54
53	59	58
57	59	58
7	23	5
7	37	5
7	41	5
7	45	5
7	41	6
7	42	6
7	45	6
7	47	6
7	54	6
7	58	6
7	59	6
12	44	2
12	50	4
12	53	4
12	54	4
12	58	4
12	42	6
12	44	6
12	45	6
12	54	6
12	58	6
12	20	9
12	20	10
20	41	9
20	41	10
23	41	5
23	45	5
25	29	16
25	38	16
25	40	16
25	42	16
25	44	16
25	47	16
25	38	19
25	50	19
29	30	16
29	32	16
29	33	16
29	38	16
29	47	16
30	38	16
30	40	16
30	44	16
30	47	16
30	38	19
30	50	19
31	38	16
31	40	16
31	42	16
31	44	16
31	46	16
31	47	16
31	38	19
31	50	19
31	34	28
32	38	16
32	40	16
32	42	16
32	44	16
32	46	16
32	47	16
32	38	19
32	50	19
32	34	28
33	38	16
33	40	16
33	42	16
33	44	16
33	46	16
33	47	16
33	38	19
33	50	19
36	38	34
36	39	34
36	41	34
36	44	34
36	45	34
36	49	34
36	50	34
36	51	34
36	52	34
36	53	34
36	54	34
36	58	34
36	37	35
36	38	35
36	39	35
36	41	35
36	52	35
36	53	35
37	41	5
37	45	5
37	38	35
37	39	35
37	41	35
37	52	35
37	53	35
38	46	16
38	47	16
38	50	19
38	39	34
38	41	34
38	45	34
38	49	34
38	50	34
38	52	34
38	53	34
38	54	34
38	58	34
38	39	35
38	41	35
38	52	35
38	53	35
39	41	34
39	44	34
39	45	34
39	54	34
39	41	35
40	46	16
41	45	5
41	42	6
41	44	6
41	45	6
41	54	6
41	58	6
41	59	6
41	44	34
41	45	34
41	49	34
41	50	34
41	51	34
41	52	34
41	54	34
41	58	34
41	52	35
42	45	6
42	47	6
42	54	6
42	58	6
42	46	16
42	47	16
44	45	6
44	54	6
44	58	6
44	45	34
44	50	34
44	51	34
44	52	34
44	53	34
44	54	34
44	58	34
45	47	6
45	54	6
45	58	6
45	59	6
45	49	34
45	50	34
45	51	34
45	52	34
45	53	34
45	54	34
45	58	34
46	47	16
46	47	39
46	48	39
46	49	39
46	50	39
46	51	39
46	52	39
46	57	39
46	58	39
47	54	6
47	58	6
47	59	6
47	50	39
47	51	39
47	52	39
47	57	39
47	58	39
48	50	39
48	51	39
48	52	39
48	55	39
48	57	39
48	58	39
49	50	34
49	51	34
49	52	34
49	53	34
49	54	34
49	58	34
49	50	39
49	51	39
49	52	39
49	55	39
49	57	39
49	58	39
50	52	4
50	53	4
50	54	4
50	59	4
50	51	34
50	52	34
50	53	34
50	54	34
50	51	39
50	52	39
50	55	39
51	53	34
51	55	39
52	57	4
52	59	4
52	55	39
52	56	39
52	57	39
53	57	4
53	59	4
55	57	39
55	58	39
55	57	54
55	62	54
56	62	54
57	59	4
57	59	56
59	63	55
