0	5	1
0	6	1
0	31	1
0	42	1
1	5	1
1	31	1
1	32	1
1	33	1
1	48	1
2	5	1
2	27	1
2	32	1
2	33	1
2	48	1
3	27	1
3	28	1
3	32	1
3	33	1
4	28	1
4	33	1
5	6	1
5	39	1
6	39	1
7	5	1
7	6	1
7	44	1
7	48	1
8	48	1
8	49	1
9	33	1
9	48	1
9	49	1
9	50	1
9	51	1
9	57	1
10	33	1
10	49	1
10	50	1
10	51	1
10	57	1
10	63	1
11	50	1
11	51	1
11	52	1
12	2	1
12	4	1
12	6	1
12	7	1
12	9	1
12	10	1
12	15	1
12	22	1
12	26	1
12	31	1
12	32	1
12	41	1
12	47	1
12	49	1
12	52	1
12	55	1
12	57	1
12	59	1
12	60	1
12	62	1
12	63	1
13	27	1
13	28	1
13	52	1
13	53	1
13	59	1
14	47	1
14	48	1
14	49	1
14	57	1
15	48	1
15	49	1
16	48	1
16	49	1
16	50	1
16	51	1
17	49	1
17	50	1
17	51	1
18	50	1
18	51	1
18	52	1
19	51	1
19	52	1
19	53	1
20	9	1
20	10	1
20	11	1
20	13	1
20	30	1
20	32	1
20	39	1
20	50	1
20	52	1
20	53	1
20	56	1
20	57	1
20	59	1
20	61	1
20	62	1
21	28	1
21	31	1
21	32	1
21	33	1
21	35	1
21	42	1
21	46	1
21	59	1
22	23	1
22	28	1
22	33	1
22	35	1
22	46	1
22	59	1
23	5	1
23	27	1
23	28	1
23	33	1
23	35	1
23	36	1
23	37	1
23	46	1
24	31	1
24	33	1
24	35	1
24	40	1
24	42	1
24	46	1
24	59	1
25	16	1
25	19	1
25	31	1
25	32	1
25	33	1
25	35	1
25	46	1
25	51	1
25	58	1
25	63	1
26	27	1
26	28	1
26	32	1
26	33	1
26	35	1
26	59	1
27	23	1
27	28	1
27	33	1
27	35	1
27	36	1
28	23	1
28	33	1
28	35	1
28	36	1
28	59	1
29	16	1
29	31	1
29	40	1
29	42	1
29	44	1
29	46	1
29	48	1
29	49	1
29	51	1
29	60	1
30	16	1
30	19	1
30	25	1
30	31	1
30	32	1
30	33	1
30	42	1
30	46	1
30	48	1
30	49	1
30	51	1
30	60	1
31	16	1
31	19	1
31	28	1
31	32	1
31	33	1
31	48	1
31	49	1
31	51	1
31	59	1
31	60	1
32	16	1
32	19	1
32	28	1
32	33	1
32	48	1
32	49	1
32	51	1
32	59	1
32	60	1
32	63	1
33	16	1
33	19	1
33	28	1
33	35	1
33	49	1
33	51	1
33	59	1
34	28	1
34	33	1
34	35	1
34	59	1
35	28	1
35	33	1
35	34	1
35	59	1
36	23	1
36	27	1
36	28	1
36	33	1
36	34	1
36	35	1
36	59	1
37	5	1
37	23	1
37	35	1
38	16	1
38	19	1
38	21	1
38	34	1
38	35	1
38	40	1
38	42	1
38	44	1
38	48	1
38	51	1
38	60	1
38	61	1
38	62	1
39	34	1
39	35	1
39	53	1
39	59	1
40	14	1
40	16	1
40	42	1
40	44	1
40	47	1
40	48	1
40	49	1
40	59	1
40	60	1
41	5	1
41	6	1
41	9	1
41	10	1
41	22	1
41	34	1
41	35	1
41	43	1
41	47	1
41	53	1
42	6	1
42	16	1
42	40	1
42	44	1
42	51	1
42	59	1
42	60	1
42	62	1
42	63	1
43	53	1
44	2	1
44	6	1
44	14	1
44	16	1
44	34	1
44	40	1
44	42	1
44	46	1
44	47	1
44	48	1
44	49	1
44	59	1
44	60	1
45	5	1
45	6	1
45	34	1
46	16	1
46	39	1
46	55	1
46	56	1
46	60	1
47	6	1
47	16	1
47	39	1
47	48	1
47	49	1
47	55	1
47	56	1
47	60	1
48	16	1
48	39	1
48	49	1
48	56	1
48	60	1
49	34	1
49	39	1
49	48	1
49	56	1
49	60	1
49	62	1
50	4	1
50	19	1
50	34	1
50	39	1
50	56	1
50	57	1
50	58	1
50	62	1
51	34	1
51	39	1
51	52	1
51	54	1
51	56	1
51	57	1
51	58	1
51	61	1
51	62	1
52	4	1
52	34	1
52	35	1
52	39	1
52	51	1
52	54	1
52	58	1
52	61	1
52	62	1
53	4	1
53	34	1
53	35	1
53	52	1
53	54	1
53	58	1
53	61	1
53	62	1
54	4	1
54	6	1
54	34	1
54	58	1
54	59	1
54	61	1
55	39	1
55	54	1
55	56	1
55	60	1
55	61	1
56	39	1
56	54	1
56	55	1
56	58	1
56	60	1
56	63	1
57	4	1
57	39	1
57	54	1
57	56	1
57	58	1
57	60	1
57	61	1
57	62	1
57	63	1
58	4	1
58	6	1
58	34	1
58	39	1
58	52	1
58	54	1
58	56	1
58	61	1
58	62	1
58	63	1
59	4	1
59	6	1
59	34	1
59	39	1
59	54	1
59	55	1
59	56	1
59	58	1
59	61	1
59	62	1
60	55	1
60	56	1
60	57	1
61	56	1
61	57	1
61	58	1
62	54	1
62	57	1
62	58	1
62	59	1
63	55	1
63	56	1
